instruction,input,output
你是一个专业的艾尔登法环攻略助手，请用结构化方式回答。,玛莲妮亚的别称“米凯拉的锋刃”是什么意思？她和米凯拉是什么关系？,1. 别称含义：\n- “米凯拉的锋刃”是指玛莲妮亚作为米凯拉的利刃，专门执行米凯拉的意志，为他战斗和完成使命。\n- 这个称号体现了两者之间紧密的隶属与协作关系。\n\n2. 关系说明：\n- 玛莲妮亚与米凯拉是孪生兄妹，都是玛莉卡和拉达冈的子女。\n- 米凯拉也是一位神人，但擅长魅惑与圣光之力，而玛莲妮亚则负责武力方面。\n- 玛莲妮亚在破碎战争后返回的领地正是米凯拉的圣树，说明两人关系密切，她守护着这座圣树。\n- 游戏中米凯拉的圣树区域是玛莲妮亚的BOSS战地点，印证了她作为圣树守护者的身份。
你是一个专业的艾尔登法环攻略助手，请用结构化方式回答。,玛莲妮亚的身体缺陷具体是什么？她如何克服这些缺陷成为最强剑士之一？,1. 身体缺陷：\n- 玛莲妮亚天生缺少一只手臂和一条腿，是近亲结合导致的畸形。\n- 她需使用黄金制义肢来补全缺失的肢体，这些义肢由黄金打造，可能具有特殊魔法加成。\n\n2. 克服方式：\n- 尽管身体残缺，但玛莲妮亚通过刻苦训练，将剑术磨练到极致，成为交界地公认的最强剑士之一。\n- 她的义肢设计精巧，可能允许她做出常人无法完成的剑技动作。\n- 战斗中她还能利用猩红腐败的力量，在必要时释放腐败来增强攻击。\n- 此外，她随身携带的金针可以抑制腐败，避免腐败反噬自身，从而更专注于战斗。
你是一个专业的艾尔登法环攻略助手，请用结构化方式回答。,铁棘艾隆梅尔是谁？他和日荫城有什么故事？,铁棘艾隆梅尔是《艾尔登法环》中日荫城的一个特殊BOSS，背景故事如下：\n\n1. **身份与起因**：\n   - 铁棘艾隆梅尔原是一名死囚，被带到日荫城执行死刑。\n   - 在行刑现场，他抢夺了玛雷家族的宝剑，并夺取了日荫城，屠杀城内大部分居民。\n\n2. **与玛雷家族的冲突**：\n   - 玛雷家族的新城主“玛雷玛雷”疯狂崇拜女武神玛蕾妮亚，不顾家族反对，甚至将女武神作为信仰挂在城中大厅，替她保管义肢。\n   - 玛雷玛雷的扭曲崇拜激怒了艾隆梅尔，他主动来到日荫城，上演了一场屠杀。\n\n3. **结局与推测**：\n   - 玛雷玛雷仓皇逃走，而其他城民无一幸免。\n   - 击杀艾隆梅尔后可以获得玛雷家族传说中的武器。\n   - 从他在女武神画像前专注的神情推测，艾隆梅尔可能也是玛蕾妮亚的崇拜者或“舔狗”，这也是他屠杀后仍留在城中的原因。\n\n4. **尊腐骑士的默许**：\n   - 尊腐骑士（负责运送义肢）看到艾隆梅尔大开杀戒却不管不顾，暗示他们之间可能是熟人，默认了这一行为。
你是一个专业的艾尔登法环攻略助手，请用结构化方式回答。,玛雷玛雷和女武神玛蕾妮亚之间是什么关系？,玛雷玛雷是日荫城玛雷家族的新城主，他对女武神玛蕾妮亚有着疯狂的单恋和崇拜，具体表现为：\n\n1. **痴迷与崇拜**：\n   - 不顾家族反对，疯狂崇拜猩红腐败，并将女武神作为信仰挂在城中大厅。\n   - 替女武神保管义肢，甚至为了她与族人反目。\n\n2. **牺牲与接纳**：\n   - 不顾城中百姓的生命，接纳女武神的物品和骑士进入城市。\n   - 愿意为女武神赴汤蹈火，但城民却极为鄙视女武神，在变成灵体后仍用“肮脏残疾的丑女”等贬义词咒骂她。\n\n3. **结局**：\n   - 因艾隆梅尔的入侵，玛雷玛雷仓皇逃走。\n   - 玩家在进入日荫城前，可见到玛雷玛雷（可能是灵体或发疯状态），击杀后获得玛雷家套装（两件套）和武器“蚂蚁细剑”。
你是一个专业的艾尔登法环攻略助手，请用结构化方式回答。,如何在日荫城获得玛雷家族的传说武器和玛雷玛雷的装备？,要获得玛雷家族的传说武器和玛雷玛雷的装备，请按以下步骤操作：\n\n1. **击杀铁棘艾隆梅尔**：\n   - 在日荫城内部找到BOSS“铁棘艾隆梅尔”，击败后将获得玛雷家族传说中的武器（具体名称依游戏版本而定，通常为一把大剑或特殊武器）。\n\n2. **击杀玛雷玛雷的灵体**：\n   - 在进入日荫城前，探索城外右侧区域，会遭遇玛雷玛雷（表现为灵体或发疯状态）。\n   - 击败他后可以获得：\n     - 玛雷家套装（两件套：头盔和铠甲）。\n     - 武器：蚂蚁细剑。\n\n3. **注意事项**：\n   - 玛雷家族传说中的武器只能在击败艾隆梅尔后掉落，不可错过。\n   - 玛雷玛雷的灵体并非必战，但探索右侧区域时通常会触发。
你是一个专业的艾尔登法环攻略助手，请用结构化方式回答。,铁棘艾隆梅尔为什么杀光日荫城的人后自己还留在那里？,铁棘艾隆梅尔屠杀后仍留在日荫城的原因，游戏文本给出了暗示和推测：\n\n1. **对女武神的痴迷**：\n   - 在日荫城大厅中，有一幅女武神玛蕾妮亚的画像，艾隆梅尔在画像前表现出专注的神情。\n   - 推测：艾隆梅尔也可能是玛蕾妮亚的崇拜者或“舔狗”，就像玛雷玛雷一样。他屠杀玛雷家族及城民，可能是出于嫉妒或愤怒，但对自己的行为并不后悔，甚至愿意留在城中守护画像。\n\n2. **与尊腐骑士的关系**：\n   - 尊腐骑士（负责运送义肢）目睹艾隆梅尔大开杀戒却未干预，表明他们之间可能是熟人。\n   - 推测：艾隆梅尔与玛蕾妮亚的势力有某种联系，他的行为被默许，因此他可以安心留在城中。\n\n3. **结局**：\n   - 玩家击败艾隆梅尔后，他不会再出现，但背景故事中他并未离开，而是等待玩家到来。
你是一个专业的艾尔登法环攻略助手，请用结构化方式回答。,请完整讲述日荫城玛雷家族与铁棘艾隆梅尔的故事。,日荫城的故事围绕玛雷家族、女武神玛蕾妮亚和铁棘艾隆梅尔三人展开，具体脉络如下：\n\n1. **玛雷家族的崇拜**：\n   - 玛雷家族新城主“玛雷玛雷”疯狂爱上了女武神玛蕾妮亚，不顾家族反对崇拜猩红腐败。\n   - 他替女武神保管义肢，将她作为信仰挂在城中大厅，甚至接纳女武神的骑士和物品进城，为此与族人反目。\n   - 城民却鄙视女武神，称其为“肮脏残疾的丑女”。\n\n2. **铁棘艾隆梅尔的入侵**：\n   - 某日，死囚“铁棘”艾隆梅尔被带到日荫城执行死刑。\n   - 行刑时，他抢走玛雷家族的宝剑，并开始屠杀。\n   - 原因推测：艾隆梅尔也是女武神的崇拜者，看到玛雷玛雷对女武神的扭曲痴迷（如抱着义肢做奇怪的事），感到愤怒，遂上演屠杀。\n\n3. **结果**：\n   - 玛雷玛雷仓皇逃走（或变成灵体），其他城民全部被杀。\n   - 艾隆梅尔留在城中，在女武神画像前沉思。\n   - 尊腐骑士对此默不作声，暗示与艾隆梅尔相识。\n\n4. **玩家可获得的奖励**：\n   - 击杀艾隆梅尔：玛雷家族传说中的武器。\n   - 击杀城外右侧的玛雷玛雷灵体：玛雷家套装（两件套）和蚂蚁细剑。
你是一个专业的艾尔登法环攻略助手，请用结构化方式回答。,蕾娜菈的背景故事是什么？她和拉达冈、菈妮有什么关系？,1. 身份关系：\n   - 蕾娜菈是现任艾尔登之王（拉达冈）的前妻。\n   - 她是拉塔恩、拉卡德和菈妮的母亲。\n   - 由于被拉达冈抛弃，她失去了心，陷入疯狂，经常发癔症。\n\n2. 执念与行为：\n   - 她对于通过“大卢恩之卵”完美降生一个健全的孩子有很深执念。\n   - 她使用此卵诞下的子嗣全部残缺早夭。\n   - 为此她探索了让生命再次诞生的禁忌秘术，并沉迷于此。\n\n3. 洗点机制：\n   - 剧情上角色洗点就是通过这个卵再次诞生。\n   - 她在被拉达冈抛弃后已经失智，对别的事情完全不在乎，所以乐意帮助褪色者洗点。
你是一个专业的艾尔登法环攻略助手，请用结构化方式回答。,如何获得学院辉石钥匙并进入雷亚卢卡利亚学院？,1. 获取藏宝图：\n   - 在学院大门入口处的尸体上找到一张藏宝图。\n\n2. 钥匙位置：\n   - 根据藏宝图，学院辉石钥匙位于学院西侧的小岛上。\n   - 来到小岛后，可以看到“辉石龙”史玛拉格正在看守角落的法师尸体，尸体上即为钥匙。\n\n3. 获取方式：\n   - 直接拿起钥匙后逃跑即可，此龙笨重且不会追出太远。\n\n4. 进入学院：\n   - 返回学院入口处，使用钥匙穿过封印。\n   - 穿过封印后需要击败小BOSS“拉达冈的红狼”，之后就能看到女王蕾娜菈。
你是一个专业的艾尔登法环攻略助手，请用结构化方式回答。,蕾娜菈一阶段怎么打？有什么技巧？,1. 核心机制：\n   - 一阶段女王本体不会直接攻击，而是召唤一些魔法幻影。\n   - 地面会出现带有金光的圈圈，攻击这些圈圈四次，女王就会从空中掉下来。\n\n2. 攻击策略：\n   - 优先攻击地面上的金色光圈，每打掉一个计数一次。\n   - 如果圈圈出现在角落，建议将其打掉，这样后续新生成的圈圈更可能出现在场地中间。\n   - 打掉四个圈圈后，女王会倒地，此时可以上前进行输出。\n\n3. 难度评价：\n   - 此阶段基本没有难度，只需要注意躲避少量幻影攻击即可。\n   - 保持移动，不要被圈圈上的小怪干扰。
你是一个专业的艾尔登法环攻略助手，请用结构化方式回答。,蕾娜菈二阶段有什么特点？击败后能获得什么？,1. 二阶段特点：\n   - 女王的神情完全不同，推测是菈妮设置的防御性幻境，即“菈妮上身”驱动的战斗。\n   - 女王会施展多种魔法攻击，招式更复杂，需要灵活翻滚和走位。\n\n2. 战斗要点：\n   - 注意躲避女王的魔法弹幕和近战法术。\n   - 等待她释放大硬直招式（如大范围魔法后）再上前输出。\n   - 保持耐心，不要贪刀。\n\n3. 击败奖励：\n   - 获得第二个大卢恩（接肢葛瑞克之后）。\n   - 解锁在女王处洗点的功能（通过大卢恩之卵进行重生）。
你是一个专业的艾尔登法环攻略助手，请用结构化方式回答。,如何在蕾娜菈处洗点？有什么限制？,1. 解锁条件：\n   - 击败蕾娜菈（二阶段）后，即可在她处进行洗点。\n\n2. 使用方式：\n   - 与女王对话，选择“重新诞生”选项。\n   - 会消耗一个名为“泪滴幼体”的道具。\n   - 每次洗点都需要消耗一个泪滴幼体。\n\n3. 效果：\n   - 可以重新分配所有属性点（包括等级）。\n   - 当前等级的总点数不变，可自由调整力量、灵巧、智力、信仰等。\n\n4. 注意事项：\n   - 洗点不能改变角色初始职业的起始属性分布，但可以重新分配升级所得的点数。\n   - 泪滴幼体可在世界各地拾取或通过某些方式获得，数量有限但足够多次使用。
你是一个专业的艾尔登法环攻略助手，请用结构化方式回答。,葛瑞克是谁？为什么被称为最弱半神？,葛瑞克是艾尔登法环中的一位Boss，属于黄金一族的后裔，具体身份如下：\n- 血统：初代艾尔登之王葛弗雷与女神玛莉卡的孙子，属于孙子辈。\n- 地位：史东薇尔城的领主，第一个大卢恩的持有者。\n- 弱点：血脉稀薄导致力量弱小，实力不足却野心极大。\n- 称号：被玩家和游戏内角色称为“最弱半神”，因为其实际战斗力低下。\n- 事迹：\n  1. 破碎战争期间进攻王城失败，被迫伪装成女性逃跑。\n  2. 挑战拉塔恩和玛莲妮亚均以惨败收场，甚至靠舔鞋才得以返回领地。\n- 行为：为提升实力沉迷“接肢”——将其他生物的肢体移植到自己身上，但效果甚微。
你是一个专业的艾尔登法环攻略助手，请用结构化方式回答。,葛瑞克的“接肢”是什么意思？这种变强方式有效吗？,“接肢”是葛瑞克特有的行为或能力，具体说明如下：\n- 定义：指葛瑞克将其他生物（包括人类、野兽甚至龙）的肢体或器官移植到自己身上，试图借此获得对方的力量。\n- 来源：因为自身血脉稀薄、实力不足，葛瑞克认为通过接肢可以弥补缺陷。\n- 效果：从游戏实际表现来看，接肢对其实力的提升微乎其微，即便接了大量手臂和其他肢体，他依然被称作最弱半神。\n- 玩家评价：\n  1. 接那么多手并没有显著增强战斗力（例如多只手可用于同时射箭，但游戏中未体现）。\n  2. 与其接肢，不如多带几只驯养的鸟更有用。\n- 总结：接肢是一种徒劳的变强方式，反映葛瑞克的无奈与无能。
你是一个专业的艾尔登法环攻略助手，请用结构化方式回答。,如何击败葛瑞克？他有什么弱点？,击败葛瑞克的策略主要关注其攻击模式和弱点，以下为详细指南：\n- 阶段一：初始形态\n  - 攻击特点：使用多只手臂挥舞武器（斧头、剑等），动作较为迟缓，可翻滚躲避。\n  - 应对方法：保持中距离，引诱他发动重击后趁硬直输出。\n- 阶段二：接肢后形态（约半血后触发）\n  - 变化：他会接上一条巨大的龙首（龙的手臂），新增火焰喷射和范围砸地攻击。\n  - 应对方法：\n    1. 火焰喷射时横向跑动躲避，不要贪刀。\n    2. 砸地攻击有前摇，跳跃或后撤即可避开。\n- 弱点：\n  1. 属性弱点：对打击属性（如锤类武器）和雷电属性伤害较为脆弱。\n  2. 部位弱点：攻击他的腿部可以频繁使其失衡，造成硬直。\n  3. 召唤协助：玩家可以召唤NPC“涅斐丽·露”或使用骨灰吸引仇恨，输出更安全。\n- 奖励：击败后掉落“葛瑞克的大卢恩”和“接肢的追忆”，大卢恩可在激活后提升全属性。
你是一个专业的艾尔登法环攻略助手，请用结构化方式回答。,葛托克这个NPC有什么作用？他会在哪里出现？,葛托克是史东薇尔城的特殊NPC，其作用与出现位置如下：\n\n1. 主要作用：\n   - 在你于史东薇尔城内死亡时，他会偷取你约三分之一的卢恩。\n   - 版本1.03更新后，在击败接肢葛瑞克后，他会出现在赐福附近，并出售古龙岩锻造石（用于武器+25强化）。\n\n2. 出现位置：\n   - 初次相遇：史东薇尔城正门（他会建议你走侧门，若坚持走正门他会说垃圾话后叫守卫开门）。\n   - 第二次相遇：若从侧门进入，你会在一个黑屋子内被他反锁，回头可发现他一直跟踪你（触发条件不明）。\n   - 最终位置：击败接肢葛瑞克后，他会在赐福处踩着葛瑞克的头骂骂咧咧。
你是一个专业的艾尔登法环攻略助手，请用结构化方式回答。,在史东薇尔城遇到葛托克时，我该选择走正门还是侧门？有什么需要注意的？,遇到葛托克时的选择及注意事项如下：\n\n1. 走正门：\n   - 葛托克会先说垃圾话，然后叫守卫开门，你可以直接进入城内。\n   - 劣势：无法触发后续的锁门事件，但不会影响主线推进。\n\n2. 走侧门（推荐做法）：\n   - 葛托克会引导你走侧门，之后进入一个黑屋子时他会将门反锁，你需要另寻出路。\n   - 优势：可以触发葛托克的跟踪剧情（多次在不同位置遭遇他），增加游戏体验。\n   - 注意：被锁门后回头寻找，可多次发现他跟踪你，但具体触发条件不明，建议多探索。\n\n3. 通用注意：\n   - 无论走哪条路，葛托克都会在你死亡时偷取卢恩（约三分之一），建议在城内及时消费或使用“牺牲树枝”道具。\n   - 葛托克不会主动攻击你，但死亡偷钱机制一直有效，直到你击败接肢葛瑞克。
你是一个专业的艾尔登法环攻略助手，请用结构化方式回答。,关于葛托克和涅菲丽支线，1.03更新后有什么注意事项？我该不该杀他？,1.03更新后关于葛托克与涅菲丽支线的注意事项如下：\n\n1. 是否击杀葛托克的后果：\n   - 击杀葛托克：会掉落小盾（葛托克的小盾）和他的灵珠（可将灵珠交予圆桌厅堂的大赐福商人，解锁购买更多物品）。\n   - 不杀葛托克：进行涅菲丽支线时，完成相关步骤后，葛托克会出现在涅菲丽新王面前，表示满意，并赠予你一个锻造石（+25强化石）。\n\n2. 与涅菲丽支线的关联：\n   - 若你在击败接肢葛瑞克后立即击杀葛托克，后续涅菲丽支线中他将不会现身，导致无法获得他赠送的锻造石。\n   - 但击杀葛托克并不会导致涅菲丽支线断档，只是损失一个额外奖励。\n\n3. 建议：\n   - 更新后推荐不杀葛托克，先完成涅菲丽支线，获得锻造石后再考虑是否击杀（例如为获得灵珠）。\n   - 若你非常需要古龙岩锻造石（葛托克出售），但缺少卢恩，可考虑先不杀，从他那购买，之后再击杀。\n   - 注意：葛托克卖的古龙岩只有一份，且要在击败葛瑞克后才会出现。
你是一个专业的艾尔登法环攻略助手，请用结构化方式回答。,葛托克会偷我的卢恩，怎么避免？他最后会卖什么好东西吗？,关于葛托克偷卢恩及商品的信息如下：\n\n1. 避免葛托克偷卢恩的方法：\n   - 在史东薇尔城内死亡时，他才会偷取你约三分之一的卢恩。因此，避免死亡是最直接的方法。\n   - 你可以提前将卢恩全部消费掉（升级或购买物品），或使用“牺牲树枝”在死亡时不损失卢恩（但道具消耗后仍会被偷）。\n   - 击败接肢葛瑞克后，葛托克的偷窃行为会停止，因为他的剧情进入下一阶段。\n\n2. 葛托克最终出售的好东西：\n   - 在版本1.03更新后，击败接肢葛瑞克后，葛托克会在赐福附近出现，并出售一份“古龙岩锻造石”。\n   - 古龙岩锻造石可将普通武器强化至+25（最高等级），是极其珍贵的强化材料。\n   - 注意：他只会出售一次，且价格不菲（通常为25000卢恩左右，具体随周目变化）。\n\n3. 额外奖励：\n   - 如果你不杀他，并在涅菲丽支线中让他成为新王的手下，他会以“满意”的姿态赠予你一个锻造石（同样是+25强化石）。\n   - 这样你最多可获得两个+25强化石（一个购买、一个赠送）。
你是一个专业的艾尔登法环攻略助手，请用结构化方式回答。,恶兆蒙格特是谁？他的背景故事是怎样的？,恶兆蒙格特是《艾尔登法环》大后期的BOSS，同时也是前期遇到的恶兆马尔基特的本体。\n\n1. 身份与出身：\n   - 蒙格特是初代艾尔登之王葛孚雷与女神玛丽卡的孩子，属于黄金王朝的拥护者。\n   - 他与弟弟蒙格从出生起就面部长角畸形，被视为“恶兆之子”，被剃掉犄角后关押在王城罗德尔的的下水道中。\n\n2. 个性与信仰：\n   - 尽管遭受黄金王朝的迫害，蒙格特依然坚持对黄金树的信仰，认为“犯我黄金树者，死”。\n   - 他厌恶自身“恶兆”的特征，而弟弟蒙格则更具野心。\n\n3. 崛起过程：\n   - 法环破碎后，蒙葛特与蒙格从地下水道逃出。\n   - 他披上斗篷、戴上恶鬼面具，化身为“恶兆妖鬼”，狩猎所有来犯王城的军队。\n   - 凭借骁勇善战，他聚集了一群全身漆黑的骑士（“恶兆猎手”），在黑夜中猎杀活物。\n\n4. 与拉塔恩的冲突与和解：\n   - 碎星拉塔恩因女王放逐葛孚雷、法环破碎、父亲拉达冈失踪，率红狮子军团进军王城。\n   - 蒙葛特凭借实力获得对话资本，双方互通信息后达成协议：蒙葛特在王座前等待“王”的归来，拉塔恩退兵。\n\n5. 称号演变：\n   - 从地下游击到率军对抗，蒙葛特从“恶兆之子”变成了人口相传的“赐福王”。\n\n6. 守护意志：\n   - 即使身为与赐福无缘的恶兆之子，他仍愿意成为黄金树的守卫——不是因为被爱想要回馈，而是单纯希望去爱。\n   - 他甚至不放心懦弱的葛瑞克，还放出分身马尔基特协助守卫。
你是一个专业的艾尔登法环攻略助手，请用结构化方式回答。,恶兆马尔基特和蒙格特是什么关系？,1. 本体与分身的关系：\n   - 恶兆马尔基特是蒙格特的分身。\n   - 在游戏前期，玩家在史东薇尔城前方遇到的“恶兆”马尔基特，实际上是蒙格特通过类似降临或夺舍的方式控制的化身。\n\n2. 目的：\n   - 马尔基特负责击退任何想要染指艾尔登法环的褪色者，是蒙格特守卫黄金树意志的直接体现。\n   - 蒙格特本人则坐镇王城罗德尔的王座之前，等待真正的“王”归来。\n\n3. 背景关联：\n   - 蒙格特作为黄金王朝的拥护者，不放心懦弱的葛瑞克（黄金血脉后裔），因此派出分身协助守卫。\n   - 游戏中玩家与噩兆交手三次，前两次遇到的都是类似分身（如马尔基特以及王城外围的另一个分身），第三次才是本体蒙格特。
你是一个专业的艾尔登法环攻略助手，请用结构化方式回答。,为什么拉塔恩会进军王城？蒙格特是如何应对的？,1. 拉塔恩进军王城的原因：\n   - 女王玛莉卡毫无来由地放逐了初代王者葛孚雷，拉塔恩嗅到阴谋气息。\n   - 随后法环破碎，父亲拉达冈失踪（实为与玛丽卡一体双生的秘密只有少数人知道）。\n   - 拉塔恩一直为黄金王朝镇压群星势力，对黄金树信仰从未改变，但连续的事件让他决心到王城寻求说法。\n   - 他率领红狮子军团，联合人类与火山势力进军王城。\n\n2. 蒙格特的应对：\n   - 当时王城群龙无首，唯一在政的黄金血脉后裔葛瑞克吓破胆，混在女眷中连夜逃出王城。\n   - 蒙格特从下水道逃出后，披上斗篷、戴上恶鬼面具，化身为“恶兆妖鬼”，凭借骁勇善战狩猎来犯的军队。\n   - 他迅速聚集了一群全身漆黑的骑士（恶兆猎手），在黑夜中猎杀红狮子军团等一切活物，凶名传遍王城与联军。\n   - 最终，蒙格特凭借实力获得了对话的资本，与拉塔恩互通信息后，双方达成协议：蒙格特在王座之前等待“王”的归来，拉塔恩同意退兵，冰释前嫌。
你是一个专业的艾尔登法环攻略助手，请用结构化方式回答。,蒙格特和蒙格兄弟有什么不同？,1. 相同点：\n   - 两人同父同母（葛孚雷与玛丽卡），从出生就面部长角畸形，被剃掉犄角后关押在王城下水道。\n   - 法环破碎后，两人一同从地下水道逃出。\n\n2. 性格差异：\n   - 蒙格特：厌恶自身“恶兆”的特征，坚持对黄金王朝的信仰，守护黄金树，不因被爱而回馈，而是单纯希望去爱。\n   - 蒙格：更具野心，后来成为鲜血君王，信奉外在神祇“无形之母”，建立鲜血王朝。\n\n3. 后续发展：\n   - 蒙格特：化身为“恶兆妖鬼”守卫王城，最终成为“赐福王”，在王座前等待真正的“王”。\n   - 蒙格：前往地下世界，获取强大力量，企图篡夺王位，是游戏中的另一个大后期BOSS（蒙格，鲜血君王）。
你是一个专业的艾尔登法环攻略助手，请用结构化方式回答。,游戏中与噩兆（马尔基特/蒙格特）有几次战斗？各有什么特点和战斗技巧？,游戏中共与噩兆交手三次：\n\n1. 第一次：恶兆马尔基特（分身）\n   - 位置：史东薇尔城前方（前期）。\n   - 特点：蒙格特的分身，类似降临或夺舍到某个躯体上。\n   - 战斗技巧：蒙格特是明显的读指令BOSS，可以利用无锁攻击来规避其读指令反击，例如侧向翻滚或跳跃攻击。注意躲避其快慢刀和投技。\n\n2. 第二次：恶兆妖鬼（另一分身）\n   - 位置：王城罗德尔外围（中后期）。\n   - 特点：同样是分身，但强度更高，招式更多（如圣光矛、锤地冲击波）。\n   - 战斗技巧：保持中距离引诱其出招，利用后摇输出。注意其二阶段会召唤黄金武器。\n\n3. 第三次：赐福王蒙格特（本体）\n   - 位置：王城罗德尔王座之前（大后期）。\n   - 特点：本体实力极强，拥有所有分身的招式并强化，二阶段会使用黄金光环和连续突刺。\n   - 战斗技巧：\n     - 利用其读指令特点，通过无锁定或延迟攻击骗招。\n     - 推荐使用削韧高的武器（如大锤、巨剑）或法术（如陨石术）。\n     - 注意躲避其“王之圣矛”的远距离突刺，以及二阶段的AOE黄金爆炸。\n     - 召唤骨灰吸引仇恨，本体绕后输出。
你是一个专业的艾尔登法环攻略助手，请用结构化方式回答。,请详细介绍鲜血君王蒙格的背景故事，包括他的身份、起源和野心。,一、身份血缘\n- 鲜血君王蒙格是恶兆王蒙葛特的弟弟，两人均为恶兆之子。\n- 与蒙葛特不同，蒙格并未留在王城下水道，而是逃出后深入交界地地下。\n\n二、起源与信仰\n- 蒙格在地下与鲜血信仰“真实之母”产生强烈共鸣，畸形信仰使其野心膨胀。\n- 他在交界地地底建立了自己的宫殿“鲜血王朝”，传播真实之母的信仰。\n\n三、野心与行动\n- 蒙格意图取代黄金王朝，成为下一代的王。\n- 他憎恨黄金树的律法，无视双指的引导，疯狂猎杀指头女巫。\n- 他还蛊惑褪色者们同类相残，以壮大鲜血王朝的势力。
你是一个专业的艾尔登法环攻略助手，请用结构化方式回答。,鲜血君王蒙格与他的兄弟蒙葛特有哪些不同之处？,一、出生与成长\n- 相同点：蒙格与蒙葛特同为恶兆之子，是兄弟关系。\n- 不同点：蒙葛特留在王城下水道成为“恶兆王”；蒙格逃出下水道，深入交界地地下。\n\n二、信仰与理念\n- 蒙葛特效忠黄金树，试图维护黄金王朝秩序。\n- 蒙格接受真实之母的鲜血信仰，憎恨黄金树律法，意图推翻黄金王朝。\n\n三、行为表现\n- 蒙葛特在游戏中作为王城BOSS出现，执行双指的指引。\n- 蒙格建立鲜血王朝，猎杀指头女巫，蛊惑褪色者互相残杀，成为独立的势力。
你是一个专业的艾尔登法环攻略助手，请用结构化方式回答。,鲜血君王蒙格建立的鲜血王朝在哪里？他的信仰是什么？,一、鲜血王朝的位置\n- 位于交界地的地下深处，由蒙格亲自建立。\n- 宫殿名为“鲜血王朝”，是蒙格势力的大本营。\n\n二、信仰内容\n- 核心信仰：真实之母（鲜血之神），强调鲜血与腐朽的崇拜。\n- 教义：反对黄金树的律法，拒绝双指指引，追求通过鲜血力量取代黄金王朝。\n\n三、信徒与传播\n- 吸引所有臭味相投的异教徒（如指头女巫猎杀者、褪色者叛徒）。\n- 通过蛊惑褪色者互相残杀、猎杀指头女巫等方式扩大影响力。
你是一个专业的艾尔登法环攻略助手，请用结构化方式回答。,碎星将军拉塔恩的背景故事是什么？,- 拉塔恩是《艾尔登法环》中的半神级BOSS，被称为碎星将军。\n- 他曾与另一位半神女武神玛莲妮亚爆发激战，最终落败，并被女武神的猩红腐败感染。\n- 猩红腐败逐渐侵蚀他的神智，使他失去理智，变成在战场上像野狗一样啃食尸体的存在。\n- 他的侍从们不愿看到他如此痛苦且失去尊严，因此决定举办一场祭典，邀请天下英雄前来挑战他。\n- 祭典的目的是让将军在荣耀的战斗中战死，以此获得体面的终结，而非继续被腐败折磨。\n- 玩家在游戏中可召唤多位英雄协助战斗，这些英雄正是将军的侍从邀请来的豪杰。\n- 击败拉塔恩后，与祭典的组织者（老侍从）对话，可进一步了解这段悲壮的背景。
你是一个专业的艾尔登法环攻略助手，请用结构化方式回答。,为什么在碎星将军拉塔恩的BOSS战中可以召唤多个NPC英雄？,- 这个机制与拉塔恩的背景故事紧密相关：\n  - 拉塔恩被猩红腐败感染后失去理智，他的侍从们决定让他光荣战死。\n  - 侍从们举办了一场祭典，邀请来自世界各地的英雄共同讨伐拉塔恩。\n- 玩家在战场上看到的金色召唤标志正是这些英雄的灵魂或投影，他们响应祭典而来。\n- 召唤出的英雄包括：\n  - 壶哥亚历山大\n  - 半狼布莱泽\n  - 帕奇（虽然可能背叛）\n  - 老将奥尼克斯\n  - 以及其他多位无名英雄。\n- 这些英雄会帮助玩家分担拉塔恩的仇恨和攻击，使得这场战斗更偏向于“群殴”而非单挑。\n- 同时，这一设计也体现了剧情主题：将军曾经是强大的战士，即使失去神智，也需要众多强者合力才能击败他。\n- 即使英雄们战死，也会不断有新的召唤标志出现（在特定位置），保证玩家始终有帮手可用。
你是一个专业的艾尔登法环攻略助手，请用结构化方式回答。,碎星将军拉塔恩的祭典有什么意义？,- 祭典由将军的侍从组织，目的是终结拉塔恩的痛苦，让他获得荣誉的死亡。\n- 拉塔恩因猩红腐败而失去理智，每日如同野兽般啃食尸体，侍从们无法容忍将军尊严尽失。\n- 由于将军实力极其强大，侍从们无法单独击杀他，因此他们广邀天下英雄，共同参与这场围猎。\n- 祭典本身是一个公开仪式，象征着对将军昔日荣耀的尊重：\n  - 邀请各方豪杰，体现将军生前的威名。\n  - 通过战斗让将军战死，而非任其腐败消逝。\n- 玩家参与祭典并击败拉塔恩后，可以回去找老侍从（祭典组织者），他会道谢并解释这一切，让玩家理解祭典背后的悲壮情感。\n- 因此，这场BOSS战不仅仅是游戏机制，更是剧情核心，体现了《艾尔登法环》世界中关于荣誉、死亡与解脱的主题。
